age,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,economic_index,inflation_rate,market_risk_score,join_year,join_month,join_day,join_weekday,join_quarter,tenure_days,education_encoded,gender_encoded,region_East,region_North,region_South,region_West,loan_purpose_Business,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,income_bin,credit_flag,high_risk_flag,txn_cluster,log_income,log_loan,sqrt_spend,recip_spend,debt_to_income,avg_monthly_txn,spend_to_income,loan_to_credit,risk_score
28.0,777667.5556416896,183787.60245201417,620.0,11,138,0.6149433887657316,0,109.87,5.67,0.906,2018,1,12,4,1,3033,1.0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,13.564055691361684,12.121541476382587,0.7841832622325802,1.626139506291839,0.2363318375811146,23.0,7.907535608301331e-07,296.43161685808735,4.55207602186257
41.0,422995.6376574273,214304.87698789523,432.0,11,69,0.5874429751652059,0,95.1,3.3,0.784,2018,1,13,5,1,3032,2.0,0,0,1,0,0,0,1,0,0,0,1,0,1,3,12.955119509196415,12.275159605200871,0.766448286034489,1.7022639126455628,0.5066361397359255,11.5,1.3887684005879987e-06,496.0761041386464,4.699520253685484
53.0,576597.7969481857,284961.1988516213,382.0,9,116,0.4738858306652894,1,99.77,4.12,0.353,2018,1,14,6,1,3031,3.0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,13.264901977726034,12.56011181484556,0.688393659663778,2.110168385731791,0.4942113902617435,19.333333333333332,8.218654895552329e-07,745.9717247424642,3.913439887666758
57.0,528251.4280174926,269285.75842374365,356.0,6,194,0.6011885119766058,0,117.16,7.55,0.545,2018,1,15,0,1,3030,3.0,1,0,0,1,0,1,0,0,0,0,1,0,0,2,13.17732953180942,12.50353210723707,0.7753634708809836,1.6633441036176626,0.5097681598975753,32.333333333333336,1.1380726678446346e-06,756.420669729617,2.7272833891457435
41.0,73886.70403855987,258257.1318808805,675.0,2,12,0.7361732692243063,0,95.82,5.87,0.296,2018,1,16,1,1,3029,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,11.210301706604838,12.461714874892255,0.8580054016288629,1.3583574115364907,3.495312657959431,2.0,9.9635418686441e-06,382.6031583420452,1.9103585032701822
20.0,653641.4433263475,120005.94932980658,648.0,1,124,0.8752301010420427,0,118.96,3.12,0.946,2018,1,17,2,1,3028,2.0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,13.390315758189374,11.695304931169122,0.9355373327890463,1.142543627525088,0.18359599219887665,20.666666666666668,1.3390064384351793e-06,185.19436624970152,0.5263729153067218
39.0,543079.3010912576,9199.786287669238,570.0,3,155,0.4738298865456961,1,100.98,5.35,0.739,2018,1,18,3,1,3027,1.0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,13.205012472128253,9.127044225436121,0.6883530246506483,2.1104175237125427,0.01694004221700825,25.833333333333332,8.72487472075602e-07,16.139975943279364,1.3039055420768675
19.0,601653.7279349179,160694.7242938599,782.0,2,61,0.5589225623910057,0,83.74,4.14,0.501,2018,1,19,4,1,3026,2.0,1,1,0,0,0,1,0,0,0,0,2,1,0,3,13.307439018116689,11.987267944612832,0.7476112374697197,1.7891246051620127,0.26708838794271145,10.166666666666666,9.289771448926607e-07,205.49197480033237,0.9041265163828135
41.0,1285247.5412872653,300163.18252085603,410.0,6,69,0.4558443960470254,0,112.53,6.16,0.142,2018,1,20,5,1,3025,3.0,1,0,0,0,1,0,0,0,0,1,3,0,0,3,14.06646267495291,12.612084879007472,0.6751624960311595,2.1936829142629155,0.23354503539467705,11.5,3.546743964905511e-07,732.1053232216001,2.6253576282654625
61.0,83177.41210028232,339345.45275244315,375.0,9,43,0.6347908967867232,1,88.47,5.57,0.654,2018,1,21,6,1,3024,3.0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,11.32874312319262,12.734776849012421,0.7967376586974682,1.575297081434298,4.079778922952225,7.166666666666667,7.63177022172067e-06,904.9212073398484,4.9915807357091975
47.0,844939.3299522217,271054.9102297785,457.0,7,105,0.6039364032490077,1,102.17,4.75,0.666,2018,1,22,0,1,3023,0.0,1,0,1,0,0,0,0,1,0,0,2,0,1,0,13.647021288404765,12.51008038939368,0.7771334526637028,1.655776066585331,0.32079807463230015,17.5,7.147689565866914e-07,593.1179654918567,3.0349453047426316
55.0,442510.4961199289,242934.08228017343,831.0,5,98,0.1142670321548986,0,91.69,4.32,0.398,2018,1,23,1,1,3022,0.0,0,0,0,0,1,0,1,0,0,0,1,1,0,3,13.00022172302469,12.400549535521073,0.33803406951799786,8.750664776142719,0.5489905536937447,16.333333333333332,2.5822445604528673e-07,292.33944919395117,2.1714030484610647
43.880434782608695,530521.300219777,237963.96483859656,574.4365591397849,2,69,0.5329292472805268,0,112.65,4.84,0.884,2018,1,24,2,1,3021,3.0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,13.181617272382228,12.379878735257144,0.7300200321090695,1.8763864832676198,0.44854742823712473,11.5,1.0045388320124983e-06,414.25630220149304,1.0318219134806252
38.0,490897.5509397516,144388.12532392194,421.0,5,163,0.1707895165592112,0,113.12,3.96,0.736,2018,1,25,3,1,3020,1.0,1,0,0,1,0,1,0,0,0,0,1,0,0,2,13.10399276819773,11.880267193213847,0.4132668829693606,5.854817508533926,0.2941308732290719,27.166666666666668,3.479127492737734e-07,342.9646682278431,2.2396510266746037
50.0,415152.7333203913,186993.970644638,340.0,1,28,0.1211068944044306,0,88.86,3.67,0.84,2018,1,26,4,1,3019,1.0,2,0,0,0,1,0,0,0,0,1,1,0,0,1,12.936404172352118,12.138837000526587,0.3480041586022078,8.256486470506948,0.4504221112771205,4.666666666666667,2.917164809100924e-07,549.9822666018765,0.7151266333831361
29.0,386033.41435224825,366906.9525826331,466.0,11,120,0.7329577296677586,1,105.79,5.73,0.411,2018,1,27,5,1,3018,2.0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,12.863681800825752,12.812866285176973,0.8561295051963568,1.3643165442676206,0.9504538699021464,20.0,1.89868986055945e-06,787.3539754992128,4.82066557273535
61.0,196565.26066566416,361477.87907098513,578.0,10,170,0.3725240618298394,0,96.47,3.67,0.701,2018,1,29,0,1,3016,3.0,1,0,0,1,0,0,0,1,0,0,0,0,1,2,12.18875485785624,12.7979588930677,0.6103474926874357,2.684318301226279,1.838971331184604,28.333333333333332,1.895167338156775e-06,625.3942544480711,4.647691399355382
42.0,650115.8335043532,167797.18455079416,768.0,9,175,0.1512676700832529,0,83.87,3.14,0.245,2018,1,30,1,1,3015,1.0,1,0,0,0,1,0,1,0,0,0,2,1,1,2,13.38490736957268,12.030517253831531,0.3889314465085755,6.610360930662591,0.2581035192548815,29.166666666666668,2.326780279567518e-07,218.48591738384656,3.7063722322470527
43.880434782608695,530521.300219777,332543.2109095078,574.4365591397849,6,137,0.2436002083954805,0,85.76,6.77,0.276,2018,1,31,2,1,3014,1.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,13.181617272382228,12.714528095380341,0.493558718285353,4.10491828969903,0.6268234862045057,22.833333333333332,4.5917140045944464e-07,578.90328465077,2.6853047308708398
44.0,273986.13219192845,59318.49905024617,308.0,3,44,0.7124838546062339,0,88.49,6.73,0.469,2018,2,1,3,1,3013,3.0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,12.520836421464239,10.990693351345108,0.8440875870466488,1.4035208774574752,0.2165018301316554,7.333333333333333,2.6004376531989433e-06,192.59252938391614,1.4562446666865556
59.0,409997.4284008372,258590.4201164649,312.0,7,116,0.4948246641860967,0,99.07,7.33,0.833,2018,2,2,4,1,3012,0.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,12.923908605504455,12.46300456656556,0.703437747200203,2.0208770168613763,0.6307122976967845,19.333333333333332,1.206896994735117e-06,828.8154490912336,3.179096042250212
45.0,751429.8433725146,126322.9864052378,351.0,3,137,0.8045347700401188,0,83.1,6.88,0.971,2018,2,3,5,1,3011,3.0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,13.529734459153552,11.746605206421114,0.8969586222564109,1.2429389105967774,0.1681101536216393,22.833333333333332,1.0706718360150061e-06,359.8945481630706,1.4265506931453154
33.0,392932.9825967554,58473.28080758127,508.0,6,92,0.4177937051734681,0,89.4,3.13,0.716,2018,2,4,6,1,3010,3.0,1,0,0,1,0,0,0,0,0,1,1,0,0,3,12.881396893526276,10.9763422922332,0.6463696350954832,2.3934684820107317,0.14881235069948062,15.333333333333334,1.0632696252995027e-06,115.1048834794907,2.5653495875627854
32.0,571690.7236419241,221853.40424109457,849.0,3,147,0.3149605886034146,0,80.26,4.2,0.889,2018,2,5,0,1,3009,1.0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,13.256355180397097,12.309776608947592,0.56121349645515,3.174899613433808,0.38806542605377564,24.5,5.509282826857424e-07,261.31143020152484,1.3167725689926035
64.0,353808.7448569053,300947.17885959684,701.0,11,152,0.3780798515669208,0,115.95,4.27,0.608,2018,2,6,1,1,3008,1.0,1,0,1,0,0,0,0,1,0,0,1,1,1,2,12.776514603734121,12.614693365652064,0.6148819818200244,2.6448739521986426,0.8505928223490128,25.333333333333332,1.0685995105062531e-06,429.31123945734214,4.707766081998821
68.0,651584.3699847239,115505.85614065036,490.0,4,148,0.6702174348135236,1,102.09,3.45,0.432,2018,2,7,2,1,3007,0.0,0,0,0,1,0,1,0,0,0,0,2,0,0,2,13.387163703009723,11.657085167707331,0.8186680858647927,1.492030836186568,0.17726922477185625,24.666666666666668,1.0285965497134877e-06,235.72623702173541,1.780239590960969
61.0,637101.5477580408,50098.40395415988,350.0,6,120,0.5440045378675888,0,86.7,7.01,0.891,2018,2,8,3,1,3006,0.0,1,1,0,0,0,0,0,0,0,1,2,0,0,0,13.364685907088957,10.821764389879627,0.7375666328323082,1.8381861703912707,0.07863488031139788,20.0,8.538741426416869e-07,143.13829701188538,2.6000610523287135
41.2,439510.61154051835,190815.52356650447,692.0,9,99,0.8233529660419423,0,117.16,7.35,0.25,2018,2,9,4,1,3005,2.0,2,0,1,0,0,0,0,0,1,0,1,0,1,3,12.993419415645784,12.159067635748226,0.9073879909068349,1.21453118641853,0.4341545313267442,16.5,1.8733403572578763e-06,275.74497625217407,3.7860110652803765
20.0,464887.2109001569,191256.4671222819,599.0,2,33,0.5817350155111066,1,101.68,5.52,0.431,2018,2,10,5,1,3004,3.0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,13.049552249000849,12.16137579470323,0.7627155534739715,1.7189661678861572,0.41140401937913873,5.5,1.2513465672344448e-06,319.2929334261801,1.0120094411078593
54.0,633730.9609515814,254831.96275544987,495.0,9,86,0.4944145667852025,0,81.67,5.66,0.934,2018,2,11,6,1,3003,1.0,1,0,1,0,0,0,1,0,0,0,2,0,1,3,13.359381369500698,12.44836356148503,0.7031461916167949,2.022553220812022,0.40211379663825464,14.333333333333334,7.801647658855301e-07,514.8120459706058,3.8459282566385355
24.0,759174.3563726029,194058.4818727506,719.0,10,141,0.8580270805867561,0,105.61,4.65,0.543,2018,2,13,1,1,3001,2.0,0,1,0,0,0,0,0,0,1,0,2,1,1,0,13.53998806575708,12.175919998642462,0.9262975119186903,1.165450797669682,0.2556178040575262,23.5,1.1302108315229188e-06,269.90053111648206,4.122920635334904
38.0,356233.522478254,385550.3314794263,821.0,2,22,0.3846767289959765,1,112.03,6.13,0.583,2018,2,14,2,1,3000,2.0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,12.78334456394613,12.862429618709758,0.620223128394916,2.59951780143281,1.0822966036357848,3.6666666666666665,1.0798442727114735e-06,469.6106351759151,1.1349242752083826
26.0,649001.0625754562,222423.4744535292,655.0,4,194,0.2999009681323821,0,113.4,4.88,0.131,2018,2,15,3,1,2999,1.0,1,0,0,1,0,0,1,0,0,0,2,0,0,2,13.383191173763544,12.312342882307115,0.5476321467302501,3.334322869974516,0.342716656843176,32.333333333333336,4.6209626674919974e-07,339.57782359317434,1.7716385264647176
56.0,461060.5407766637,165357.34939931004,447.0,2,107,0.5929739170353113,1,90.11,6.65,0.721,2018,2,16,4,1,2998,1.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,13.041286807161788,12.015870212443893,0.7700479965789868,1.6863863778964034,0.35864563278558387,17.833333333333332,1.2861085792257075e-06,369.92695615058176,1.0498289839533224
35.0,487162.3645783005,38843.26408971721,664.0,10,129,0.4990982569231048,0,118.73,4.26,0.857,2018,2,17,5,1,2997,2.0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,13.096354796693127,10.567315702417249,0.7064688647938455,2.003573345319481,0.07973371285226616,21.5,1.024500850666361e-06,58.49889170138134,4.089567172679209
21.0,518350.49688967457,173734.04796838324,663.0,9,46,0.8913484598918268,0,98.65,4.26,0.741,2018,2,18,6,1,2996,0.0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,13.15840885654428,12.065286704865882,0.9441125250158621,1.1218831087566699,0.33516712921249636,7.666666666666667,1.7195863903677146e-06,262.042304628029,3.766550138763749
42.0,550448.0792853355,166361.30545888637,701.0,10,57,0.4698894273181867,1,90.56,6.78,0.675,2018,2,19,0,1,2995,2.0,0,0,0,1,0,0,1,0,0,0,1,1,1,3,13.218489731839027,12.021923252013327,0.6854848118800202,2.1281149579330347,0.302228878107593,9.5,8.536489543723349e-07,237.31997925661395,4.143256898726396
31.0,476754.1913756084,296030.47962814703,791.0,6,10,0.1594652410882767,1,101.98,6.87,0.822,2018,2,20,1,1,2994,3.0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,13.074758412497472,12.59822107774652,0.3993309918955411,6.270565845681682,0.6209289503548819,1.6666666666666667,3.3448104699019374e-07,374.2483939673161,2.6071022145182297
67.0,542942.6366341052,246248.3624066854,528.0,0,69,0.8818952486221087,0,95.09,3.16,0.318,2018,2,21,2,1,2993,3.0,1,0,0,1,0,0,1,0,0,0,1,0,0,3,13.204760793591294,12.414099969819553,0.9390927795602033,1.133908661460404,0.453543976456273,11.5,1.6242880722893515e-06,466.379474255086,0.24971025176041128
26.0,815623.6115124369,82063.08783673828,836.0,8,149,0.7748695564748321,1,88.15,7.2,0.904,2018,2,22,3,1,2992,1.0,0,1,0,0,0,0,1,0,0,0,2,1,1,2,13.611709493186492,11.315255779972821,0.8802667530213965,1.2905231421374836,0.10061391882043003,24.833333333333332,9.500332574212347e-07,98.16158832145727,3.2351253521167176
43.0,697089.9371230437,217225.4386411037,567.0,8,158,0.2426001151663707,0,116.62,6.23,0.681,2018,2,23,4,1,2991,0.0,1,0,0,1,0,1,0,0,0,0,2,0,1,2,13.454671150562326,12.288695584501006,0.4925445311506064,4.121839682217069,0.31161752174706997,26.333333333333332,3.480183865049098e-07,383.1136483970083,3.3933676094652974
43.880434782608695,530521.300219777,267153.11717290536,574.4365591397849,4,148,0.8236842024902955,0,117.57,5.83,0.35,2018,2,24,5,1,2990,0.0,1,1,0,0,0,0,0,0,1,0,1,0,0,2,13.181617272382228,12.495580988732277,0.9075704945018296,1.2140427806541247,0.5035671839419696,24.666666666666668,1.552594028079685e-06,465.06983742985557,1.8483278401920786
37.0,408892.0947952259,352803.1359387833,310.0,8,53,0.3725334566573957,0,113.5,4.55,0.694,2018,2,25,6,1,2989,3.0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,12.921209018939969,12.773668326228549,0.6103551889329653,2.6842506078952177,0.8628269913495586,8.833333333333334,9.110801147768858e-07,1138.0746320605913,3.6494363326989854
45.0,322151.83435433515,288750.39674140594,619.0,9,124,0.4016895876275556,0,97.31,3.43,0.704,2018,2,26,0,1,2988,2.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,12.68278135277218,12.573321378006115,0.6337898607800188,2.4894225207101073,0.8963177171414429,20.666666666666668,1.2468952363180922e-06,466.47883156931493,3.950424726907139
64.0,691060.1116475506,276084.6654311478,425.0,5,195,0.8251131858897275,0,108.64,3.21,0.411,2018,2,27,1,1,2987,1.0,1,0,0,0,1,0,0,1,0,0,2,0,0,2,13.445983538271326,12.528466478537672,0.9083574108740059,1.211940249772164,0.3995089005686302,32.5,1.1939817853508896e-06,649.6109774850536,2.269852670170589
24.0,675209.3585059588,206008.5994615164,605.0,4,117,0.5240924520282523,0,114.05,5.35,0.855,2018,2,28,2,1,2986,2.0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,13.422779563535364,12.235678046013753,0.7239422988251566,1.9080238913785774,0.3051032940617904,19.5,7.761925178109437e-07,340.5100817545725,1.7780015764538313
43.880434782608695,530521.300219777,238831.20054234492,574.4365591397849,2,53,0.2102103435188157,0,83.16,7.2,0.874,2018,3,1,3,1,2985,2.0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,13.181617272382228,12.383516494552213,0.45848701564909744,4.7569135472870885,0.45018211416470033,8.833333333333334,3.962335601449606e-07,415.76601757379984,1.0323123192588979
25.0,379203.8748061541,324950.4900706159,388.0,10,87,0.3952449274734432,0,96.4,4.04,0.937,2018,3,2,4,1,2984,2.0,1,0,0,1,0,0,1,0,0,0,1,0,1,3,12.845831904781834,12.691431188850114,0.6286850781380477,2.530012734799338,0.8569281899788812,14.5,1.0423019218236869e-06,837.5012630685977,4.420137280523076
64.0,454090.26892793056,66722.26025203502,654.0,10,171,0.6776779570143046,1,105.66,3.83,0.522,2018,3,3,5,1,2983,0.0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,13.026053489699988,11.108308900527563,0.8232119757476227,1.4756053868888395,0.146936115608821,28.5,1.4923859932392868e-06,102.02180466672021,4.113257305270882
52.0,172103.16749491316,165056.0672783044,651.0,7,34,0.2393473504544133,1,119.06,5.37,0.245,2018,3,4,6,1,2982,3.0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,12.055855197449224,12.014046555378895,0.4892313874379007,4.177853732511359,0.9590530475459317,5.666666666666667,1.3907201938133282e-06,253.54234604962272,3.1579512083814265
31.0,412892.8646033065,122743.12512437592,313.0,3,141,0.5721849579250871,1,108.21,5.09,0.848,2018,3,5,0,1,2981,0.0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,12.930945852483827,11.717857184017534,0.7564290832094487,1.7476560849578862,0.29727596586660165,23.5,1.385795219481022e-06,392.15055950279844,1.4787122015246865
34.0,699314.1021158894,237915.3118726124,556.0,9,125,0.6562193063555335,0,105.46,7.33,0.536,2018,3,6,1,1,2980,3.0,0,0,0,1,0,0,0,1,0,0,2,0,1,0,13.457856709506085,12.379674260029667,0.8100736425508075,1.5238575758733603,0.34021237545869676,20.833333333333332,9.383756231570827e-07,427.90523718095756,3.8058284185199622
53.0,406700.9241543604,323022.21756507875,508.0,2,128,0.3750828604340634,0,88.22,3.36,0.643,2018,3,7,2,1,2979,1.0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,12.915835823023441,12.685479480627913,0.6124400872200181,2.6660064892805053,0.7942500210362886,21.333333333333332,9.222572120138666e-07,635.8705070178715,1.1589808886638278
67.0,68648.34687027395,140302.5713278926,580.0,5,153,0.6551045509666579,0,91.72,4.04,0.987,2018,3,8,3,1,2978,1.0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,11.136766897243707,11.851563720705231,0.8093852920375177,1.5264506009284096,2.0437865982850973,25.5,9.542903519652426e-06,241.9009850480907,2.708430097132588
57.0,407962.7949660034,39030.4367469438,742.0,7,19,0.8073658814634549,1,86.4,5.97,0.314,2018,3,9,4,1,2977,2.0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,12.918933711620442,10.572122670845943,0.8985354091316907,1.2385804715734057,0.09567155933961162,3.1666666666666665,1.9790184090947184e-06,52.601666774856874,2.866819114860707
21.0,564811.4056443122,158777.925497553,688.0,8,118,0.4776933953865927,0,92.16,4.26,0.637,2018,3,10,5,1,2976,3.0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,13.244248929587641,11.975268108015705,0.6911536698785536,2.0933491569402105,0.2811167124297465,19.666666666666668,8.457573459262229e-07,230.78186845574564,3.3415114843171594
19.0,270461.72203686653,291347.3732017407,782.0,5,44,0.4063274625438285,1,108.74,7.88,0.86,2018,3,11,6,1,2975,3.0,2,0,0,1,0,0,0,1,0,0,1,1,0,1,12.507889556447852,12.582274988899345,0.6374382029215291,2.461008625046817,1.077222207296407,7.333333333333333,1.502347391282387e-06,372.56697340376047,2.347166662188922
43.880434782608695,530521.300219777,253762.990294988,574.4365591397849,4,143,0.3009267210866285,1,118.32,7.51,0.826,2018,3,12,0,1,2974,3.0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,13.181617272382228,12.444159941985742,0.5485678819313327,3.3229577181182126,0.478327618871971,23.833333333333332,5.672283487241034e-07,441.7598188301185,1.8407559706710792
59.0,1.0,242818.6247810576,578.0,11,28,0.5833643838906434,1,80.63,5.37,0.599,2018,3,13,1,1,2973,2.0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0.6931471805599453,12.400074161841264,0.7637829429167972,1.7141650844022238,242818.6247810576,4.666666666666667,0.5833643838906434,420.10142695684704,5.996
21.0,462620.768367603,172000.66981255202,820.0,10,196,0.8038816384309728,0,92.5,7.49,0.872,2018,3,14,2,1,2972,2.0,1,0,0,1,0,0,0,1,0,0,1,1,1,2,13.044665084238721,12.055259463960978,0.8965944670981262,1.2439487515404308,0.371796256401266,32.666666666666664,1.737668720035069e-06,209.75691440555124,4.122127112214498
46.0,173905.35125697195,72096.92637802137,733.0,1,190,0.3597290137481552,0,81.96,5.12,0.376,2018,3,15,3,1,2971,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,12.066272222142219,11.18578056249914,0.5997741356111942,2.7797930215600037,0.41457566346815317,31.666666666666668,2.0685333208441652e-06,98.35869901503597,0.5656668166875047
35.0,741198.9033093632,251529.43216244676,443.0,1,17,0.4169884196298428,0,114.99,5.05,0.535,2018,3,16,4,1,2970,0.0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,13.516025642941853,12.435319263835686,0.6457464050460078,2.398090623191499,0.33935483584689397,2.8333333333333335,5.625863958622174e-07,567.7865285834013,0.6454535095775977
43.0,655481.4705529022,116571.81899653752,588.0,8,19,0.4253004140399871,0,107.75,3.85,0.807,2018,3,17,5,1,2969,3.0,0,1,0,0,0,0,0,0,0,1,2,0,1,1,13.39312683972748,11.666271412486173,0.6521506068692929,2.351223875524434,0.17784151685967348,3.1666666666666665,6.488366691452679e-07,198.25139285125428,3.3458230432931964
43.880434782608695,530521.300219777,418409.6733380456,574.4365591397849,1,175,0.5486498734220138,0,113.06,4.84,0.45,2018,3,18,6,1,2968,3.0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,13.181617272382228,12.944218701297645,0.7407090342516511,1.8226228095795665,0.7886764832339674,29.166666666666668,1.0341712447638326e-06,728.3827372767003,0.7338606299796779
51.0,804201.245431876,257050.7208354516,313.0,1,38,0.2827271692539509,0,116.73,6.57,0.252,2018,3,19,0,1,2967,0.0,1,1,0,0,0,0,0,0,1,0,2,0,0,1,13.597606065572569,12.457032592016589,0.5317209505501461,3.5368536886701754,0.3196348206317549,6.333333333333333,3.5156271003052155e-07,821.2483093784396,0.6854198579542323
27.0,310216.69583503256,141935.1697446049,556.0,2,24,0.7577689242461635,1,86.12,3.04,0.256,2018,3,20,1,1,2966,3.0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,12.645029574632083,11.863132726683203,0.8704992385098125,1.3196460973031119,0.4575355603042184,4.0,2.442708385525229e-06,255.27908227446926,1.0410253739736184
53.0,849472.6395831116,138861.47526113718,645.0,2,96,0.336481822003377,0,98.8,7.3,0.868,2018,3,21,2,1,2965,2.0,0,0,0,1,0,1,0,0,0,0,2,0,0,3,13.652372189104264,11.8412393357363,0.5800705319212285,2.971840427045992,0.16346786087105175,16.0,3.9610672118705233e-07,215.28910893199563,0.9213932994377861
