customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST0041,20.0,Male,North,Post-Graduate,Salaried,464887.2109001569,191256.4671222819,Home,599.0,2,33,0.5817350155111066,2018-02-10,1
CUST0042,54.0,Male,North,Secondary,Salaried,633730.9609515814,254831.96275544987,Car,495.0,9,86,0.49441456678520257,2018-02-11,0
CUST0043,68.0,Other,East,Primary,Salaried,519613.5079077889,1745740.6613617209,Car,716.0,4,110,0.7286021791093863,2018-02-12,0
CUST0044,24.0,Female,East,Graduate,Salaried,759174.3563726029,194058.4818727506,Home,719.0,10,141,0.8580270805867561,2018-02-13,0
CUST0045,38.0,Female,West,Graduate,Salaried,356233.52247825393,385550.3314794263,Other,821.0,2,22,0.3846767289959765,2018-02-14,1
CUST0046,26.0,Male,South,Secondary,Self-Employed,649001.0625754562,222423.47445352917,Car,655.0,4,194,0.29990096813238215,2018-02-15,0
CUST0047,56.0,Male,East,Secondary,Salaried,461060.5407766637,165357.34939931004,Business,447.0,2,107,0.5929739170353113,2018-02-16,1
CUST0048,35.0,Female,South,Graduate,Salaried,487162.36457830045,38843.26408971721,Business,664.0,10,129,0.49909825692310483,2018-02-17,0
CUST0049,21.0,Female,West,Primary,Salaried,518350.49688967457,173734.04796838324,Other,663.0,9,46,0.8913484598918268,2018-02-18,0
CUST0050,42.0,Female,South,Graduate,Salaried,550448.0792853355,166361.30545888637,Car,701.0,10,57,0.4698894273181867,2018-02-19,1
CUST0051,31.0,Female,East,Post-Graduate,Salaried,476754.1913756084,296030.47962814703,Business,791.0,6,10,0.1594652410882767,2018-02-20,1
CUST0052,67.0,Male,South,Post-Graduate,Salaried,542942.6366341052,246248.3624066854,Car,528.0,0,69,0.8818952486221087,2018-02-21,0
CUST0053,26.0,Female,East,Secondary,Salaried,815623.6115124369,82063.08783673828,Car,836.0,8,149,0.7748695564748321,2018-02-22,1
CUST0054,43.0,Male,South,Primary,Salaried,697089.9371230437,217225.43864110374,Business,567.0,8,158,0.2426001151663707,2018-02-23,0
CUST0055,,Male,East,Primary,,,267153.11717290536,Home,,4,148,0.8236842024902955,2018-02-24,0
CUST0056,37.0,Male,East,Post-Graduate,Salaried,408892.0947952259,352803.1359387833,Business,310.0,8,53,0.3725334566573957,2018-02-25,0
CUST0057,45.0,Female,South,Graduate,Salaried,322151.83435433515,288750.39674140594,Other,619.0,9,124,0.4016895876275556,2018-02-26,0
CUST0058,64.0,Male,West,Secondary,Salaried,691060.1116475506,276084.6654311478,Education,425.0,5,195,0.8251131858897275,2018-02-27,0
CUST0059,24.0,Male,North,Graduate,Unemployed,675209.3585059588,206008.59946151637,Business,605.0,4,117,0.5240924520282523,2018-02-28,0
CUST0060,,,West,Graduate,,,238831.20054234494,Car,,2,53,0.21021034351881573,2018-03-01,0
CUST0061,25.0,Male,South,Graduate,Self-Employed,379203.8748061541,324950.4900706159,Car,388.0,10,87,0.3952449274734432,2018-03-02,0
CUST0062,64.0,Female,West,Primary,Salaried,454090.26892793056,66722.26025203502,Business,654.0,10,171,0.6776779570143046,2018-03-03,1
CUST0063,52.0,Male,East,Post-Graduate,Self-Employed,172103.16749491316,165056.0672783044,Education,651.0,7,34,0.23934735045441338,2018-03-04,1
CUST0064,31.0,Male,North,Primary,Self-Employed,,122743.12512437593,Business,313.0,3,141,0.5721849579250871,2018-03-05,1
CUST0065,34.0,Female,South,Post-Graduate,Salaried,699314.1021158894,237915.3118726124,Education,556.0,9,125,0.6562193063555335,2018-03-06,0
CUST0066,53.0,Male,South,Secondary,Unemployed,406700.92415436043,323022.21756507875,Education,508.0,2,128,0.37508286043406347,2018-03-07,0
CUST0067,67.0,Male,South,Secondary,,,140302.5713278926,Other,580.0,5,153,0.6551045509666579,2018-03-08,0
CUST0068,57.0,Male,North,Graduate,,,39030.4367469438,Car,742.0,7,19,0.8073658814634549,2018-03-09,1
CUST0069,21.0,Male,East,Post-Graduate,Self-Employed,564811.4056443122,158777.925497553,Car,688.0,8,118,0.4776933953865927,2018-03-10,0
CUST0070,19.0,Other,South,Post-Graduate,Self-Employed,270461.72203686653,291347.3732017407,Education,782.0,5,44,0.40632746254382857,2018-03-11,1
CUST0071,,Male,West,Post-Graduate,,,253762.99029498798,Car,,4,143,0.30092672108662855,2018-03-12,1
CUST0072,59.0,Female,South,Graduate,Salaried,-98227.1941801447,242818.62478105762,Home,578.0,11,28,0.5833643838906434,2018-03-13,1
CUST0073,21.0,Male,South,Graduate,Salaried,462620.768367603,172000.66981255202,Education,820.0,10,196,0.8038816384309728,2018-03-14,0
CUST0074,46.0,Female,South,Secondary,Salaried,173905.35125697195,72096.92637802137,Car,733.0,1,190,0.35972901374815525,2018-03-15,0
CUST0075,35.0,Female,South,Primary,Self-Employed,741198.9033093632,251529.43216244673,Home,443.0,1,17,0.4169884196298428,2018-03-16,0
CUST0076,43.0,Female,East,Post-Graduate,Salaried,655481.4705529022,116571.81899653752,Other,588.0,8,19,0.4253004140399871,2018-03-17,0
CUST0077,,,West,Post-Graduate,,,418409.6733380456,Car,,1,175,0.5486498734220138,2018-03-18,0
CUST0078,51.0,Male,East,Primary,Salaried,804201.245431876,257050.7208354516,Home,313.0,1,38,0.2827271692539509,2018-03-19,0
CUST0079,27.0,Male,West,Post-Graduate,Salaried,310216.69583503256,141935.1697446049,Business,556.0,2,24,0.7577689242461635,2018-03-20,1
CUST0080,53.0,Female,South,Graduate,Salaried,849472.6395831116,138861.47526113718,Business,645.0,2,96,0.33648182200337706,2018-03-21,0
CUST0081,31.0,Female,North,Graduate,Self-Employed,686438.312852077,190705.57933864117,Home,644.0,3,32,0.6642901527173455,2018-03-22,0
CUST0082,48.0,Other,East,Post-Graduate,Unemployed,452688.9425562108,176049.80779782502,Education,699.0,6,55,0.5105725934236416,2018-03-23,0
CUST0083,65.0,Male,North,Graduate,Self-Employed,727124.0294365888,311683.37755299546,Education,506.0,8,37,0.5687180826822055,2018-03-24,0
CUST0084,32.0,Female,East,Graduate,Salaried,278741.29751767317,218641.61697440463,Car,471.0,1,35,0.24368699106184233,2018-03-25,1
CUST0085,25.0,Female,South,Post-Graduate,Self-Employed,335097.16769446526,126836.8261091472,Business,763.0,3,19,0.6880185585425365,2018-03-26,0
CUST0086,31.0,Male,East,Secondary,Self-Employed,378282.0553520599,389044.0685155783,Education,569.0,8,184,0.2508964152341049,2018-03-27,0
CUST0087,40.0,Male,South,Primary,Self-Employed,394204.45838719694,204930.83315202227,Education,520.0,1,13,0.1907789101019513,2018-03-28,0
CUST0088,57.0,Female,East,Graduate,Salaried,288688.4714479494,276883.9675968897,Business,451.0,9,64,0.5373435999110295,2018-03-29,0
CUST0089,38.0,Female,South,Secondary,Salaried,,139177.34925552408,Other,482.0,10,75,0.6674377095341322,2018-03-30,1
CUST0090,33.0,Female,South,Graduate,Salaried,448229.11992603366,236311.56277445232,Education,698.0,0,76,0.1400286691478054,2018-03-31,0
CUST0091,62.0,Male,West,Graduate,Salaried,570500.9936713759,231110.9991143195,Home,371.0,9,144,0.15551625195243368,2018-04-01,0
CUST0092,35.0,Female,South,Primary,Salaried,385929.72671726387,11035.070790384692,Car,717.0,7,64,0.7421433301647352,2018-04-02,0
CUST0093,64.0,Male,West,Graduate,Salaried,135879.33989029657,401527.51104606397,Education,582.0,8,40,0.7472261596058657,2018-04-03,0
CUST0094,41.0,Male,South,Primary,Salaried,554011.4716782845,329064.4460922547,Education,373.0,6,83,0.29624377364726495,2018-04-04,0
CUST0095,43.0,Male,North,Primary,Self-Employed,117549.00491604465,160280.46838540124,Other,654.0,7,28,0.5921825622401629,2018-04-05,1
CUST0096,42.0,Female,South,Primary,Salaried,486273.19078290625,89773.02595441445,Home,796.0,3,165,0.4545440601157277,2018-04-06,0
CUST0097,,,North,Secondary,,,234756.1613803552,Car,,3,90,0.6061568331228104,2018-04-07,1
CUST0098,58.0,Female,North,Post-Graduate,Unemployed,897455.1998461615,208669.76994143965,Education,834.0,1,165,0.7903034272793801,2018-04-08,0
CUST0099,46.0,Male,South,Secondary,Unemployed,682272.5444349444,235566.89485632294,Car,746.0,7,156,0.1638851396658052,2018-04-09,0
CUST0100,32.0,Female,North,Post-Graduate,Self-Employed,521150.7582542961,219157.73961940897,Business,672.0,10,96,0.7223875407907635,2018-04-10,0
CUST0101,62.0,Male,West,Post-Graduate,Unemployed,752741.3355309337,250624.09893059262,Education,661.0,1,29,0.4944232836168315,2018-04-11,0
CUST0102,,,East,Primary,,,344730.5699391806,Education,,8,22,0.5513015550095972,2018-04-12,0
CUST0103,42.0,Male,South,Graduate,Unemployed,608695.8757340186,256810.32051286462,Business,620.0,3,86,0.6231450880136962,2018-04-13,0
CUST0104,24.0,Male,North,Primary,Salaried,539962.0867437427,95034.45010900589,Other,623.0,0,52,0.8380985193032859,2018-04-14,0
CUST0105,26.0,Male,South,Graduate,Salaried,552804.016266734,336256.2852712452,Education,683.0,3,148,0.14537596284139032,2018-04-15,1
CUST0106,41.0,Male,West,Post-Graduate,Salaried,754470.7000213536,364061.45634882874,Car,645.0,2,185,0.12358108169955813,2018-04-16,0
CUST0107,18.0,Female,South,Primary,Salaried,646498.4205559604,515205.6734512085,Home,402.0,11,152,0.2426094251910188,2018-04-17,1
CUST0108,,Female,South,Graduate,,,87650.59667604021,Car,514.0,5,154,0.8891581808213892,2018-04-18,0
CUST0109,25.0,Male,North,Secondary,Self-Employed,169022.51275434077,224288.2013150275,Other,491.0,6,191,0.6720610939022206,2018-04-19,0
CUST0110,41.0,Female,West,Graduate,Self-Employed,307990.7409441073,8209.870318898727,Home,493.0,7,59,0.5917128952436016,2018-04-20,0
CUST0111,28.0,Male,East,Primary,Salaried,475458.21328085515,255314.9156379209,Car,679.0,1,37,0.13763124273179833,2018-04-21,0
CUST0112,68.0,Female,East,Secondary,Salaried,518674.47485533025,145179.97018332273,Car,702.0,5,13,0.8032881791143719,2018-04-22,1
CUST0113,34.0,Female,North,Graduate,Self-Employed,273959.2550652152,392344.5794824953,Business,310.0,5,31,0.7502054826377277,2018-04-23,0
CUST0114,25.0,Female,South,Graduate,Self-Employed,982335.3351156842,122538.5029981418,Other,486.0,9,128,0.6318400350936679,2018-04-24,0
CUST0115,52.0,Male,North,Graduate,Salaried,803278.8110507146,31081.696203273837,Business,314.0,11,110,0.3713046523877622,2018-04-25,0
CUST0116,52.0,Female,North,Graduate,Self-Employed,620423.6640784967,152873.62592974803,Home,596.0,4,48,0.15640396445460586,2018-04-26,0
CUST0117,50.0,Female,North,Graduate,Salaried,514407.37225674896,2451.2228782862658,Business,710.0,9,43,0.564030790320738,2018-04-27,0
CUST0118,22.0,Male,South,Secondary,Salaried,457558.20601976966,275109.94545073103,Other,351.0,9,106,0.67575565716867,2018-04-28,1
CUST0119,59.0,Male,West,Post-Graduate,Unemployed,309616.3079955529,6508.304625632067,Education,327.0,6,53,0.17539228038179797,2018-04-29,0
CUST0120,56.0,Female,North,Secondary,Salaried,515496.10370377253,202845.7581183159,Education,316.0,2,179,0.6070141278387967,2018-04-30,1
CUST0121,58.0,Female,South,Secondary,Salaried,551550.5080285501,7781.181985619682,Home,650.0,3,49,0.3290928543097269,2018-05-01,1
CUST0122,45.0,Female,West,Secondary,Self-Employed,251647.88490367512,167970.2195463358,Education,727.0,9,106,0.7113953769758494,2018-05-02,0
CUST0123,24.0,Female,North,Post-Graduate,Self-Employed,566835.2834489795,364337.8155804534,Business,528.0,8,149,0.5316926804814697,2018-05-03,0
CUST0124,26.0,Female,East,Primary,Salaried,468948.1902350503,236064.7891435795,Home,509.0,3,139,0.20322943024834939,2018-05-04,0
CUST0125,25.0,Male,West,Post-Graduate,Salaried,118438.48842452181,113650.6395035066,Other,730.0,2,165,0.5212155581865888,2018-05-05,0
CUST0126,29.0,Male,North,Secondary,Salaried,327922.99784409965,196879.6511060916,Home,593.0,1,83,0.4165894906933749,2018-05-06,0
CUST0127,51.0,Male,West,Graduate,Self-Employed,417278.8933156711,201801.68720444466,Home,403.0,4,95,0.24428477462532153,2018-05-07,1
CUST0128,50.0,Female,West,Graduate,Salaried,877537.5314680381,247263.03458434058,Car,503.0,3,99,0.7732125792496986,2018-05-08,0
CUST0129,65.0,Male,West,Secondary,Salaried,611310.6249067517,63314.16367191737,Car,352.0,7,76,0.10882275879930897,2018-05-09,0
CUST0130,40.0,Female,West,Graduate,Unemployed,232903.68618002173,259256.72738473307,Home,674.0,6,85,0.34970262150248477,2018-05-10,0
CUST0131,41.0,Female,West,Secondary,Salaried,597207.2578835274,70439.16316027753,Education,353.0,5,101,0.11007603053554141,2018-05-11,0
CUST0132,54.0,Female,West,Graduate,Salaried,190539.20221232687,137011.54476361896,Car,575.0,10,19,0.1768055572049222,2018-05-12,1
CUST0133,52.0,Male,North,Post-Graduate,Salaried,716538.2107774147,151172.61575484555,Other,634.0,11,95,0.33767697533846486,2018-05-13,0
CUST0134,61.0,Female,East,Primary,Self-Employed,405775.0696364243,263332.68260712386,Business,330.0,1,111,0.14341694831149887,2018-05-14,0
CUST0135,57.0,Male,South,Primary,Salaried,2136393.8816147773,202263.08526768693,Car,434.0,2,194,0.577304425885713,2018-05-15,0
CUST0136,39.0,Female,West,Post-Graduate,Salaried,765159.329508438,59443.69461437134,Home,357.0,9,117,0.16949032638894623,2018-05-16,1
CUST0137,,,South,Post-Graduate,,,101500.68741829849,Education,,8,174,0.6613709072528762,2018-05-17,0
CUST0138,52.0,Male,North,Secondary,Salaried,220576.36297740176,219868.00095474068,Business,565.0,8,100,0.14211369010172892,2018-05-18,1
CUST0139,18.0,Female,West,Secondary,Salaried,383280.134730799,192093.26581354436,Car,821.0,4,88,0.14744711584087744,2018-05-19,0
CUST0140,,,East,Secondary,,,142087.58903642534,Education,,2,95,0.34426071922661305,2018-05-20,0
CUST0141,54.0,Male,South,Graduate,Salaried,196130.7849046315,151916.62104880207,Education,552.0,1,116,0.817257219975422,2018-05-21,0
CUST0142,64.0,Female,West,Secondary,Salaried,-66431.11962211377,269616.7997159289,Education,594.0,7,177,0.6131145989786532,2018-05-22,0
CUST0143,31.0,Female,North,Post-Graduate,Salaried,409768.2283182002,148230.74271307854,Home,457.0,5,110,0.7161050335431355,2018-05-23,0
CUST0144,20.0,Female,East,Primary,Salaried,610348.1599821841,191190.87559709267,Other,848.0,9,117,0.21324168758168485,2018-05-24,0
CUST0145,18.0,Female,South,Graduate,Salaried,740052.3499477658,416993.6588080543,Education,366.0,10,69,0.7673003465977967,2018-05-25,0
CUST0146,22.0,Female,South,Secondary,Self-Employed,407367.7275829202,57631.7363116077,Business,598.0,11,57,0.10651699855538813,2018-05-26,0
CUST0147,43.0,Male,West,Graduate,Unemployed,417714.6785767995,14815.726842534146,Car,762.0,6,126,0.27044588058640495,2018-05-27,0
CUST0148,31.0,Male,East,Graduate,Self-Employed,730780.1468511494,278358.96647986065,Business,400.0,0,115,0.5928738569199948,2018-05-28,0
CUST0149,56.0,Male,East,Secondary,Self-Employed,126051.66006091586,132135.69387058966,Home,355.0,0,156,0.40019712687524034,2018-05-29,0
CUST0150,44.0,Female,East,Graduate,Salaried,422295.8449633982,168176.24722573798,Home,631.0,9,42,0.8873547133748508,2018-05-30,0
CUST0151,26.0,Female,East,Primary,Unemployed,538084.7779850116,121884.36218688858,Business,692.0,1,53,0.1242713974546546,2018-05-31,0
CUST0152,32.0,Male,North,Post-Graduate,Salaried,589843.7442570068,174019.98592324875,Other,680.0,9,174,0.8988785343492346,2018-06-01,0
CUST0153,32.0,Male,East,Post-Graduate,Unemployed,398038.6613618235,359853.8112096341,Home,391.0,2,121,0.5989022662890529,2018-06-02,0
CUST0154,43.0,Female,South,Primary,Unemployed,506888.20234116825,280212.84586181195,Home,746.0,11,98,0.5469655956768772,2018-06-03,1
CUST0155,59.0,Male,South,Graduate,Self-Employed,2334.5293174021062,286222.35118869774,Business,408.0,0,45,0.1476099540511795,2018-06-04,0
CUST0156,30.0,Female,North,Secondary,Unemployed,368350.3175332303,58377.294420735445,Home,616.0,4,90,0.3186631013327126,2018-06-05,0
CUST0157,68.0,Female,South,Graduate,Salaried,590701.7425108935,84884.62634471308,Other,467.0,2,97,0.8397301506332766,2018-06-06,1
CUST0158,49.0,Female,South,Primary,Salaried,303541.1931490641,1802671.886198852,Other,734.0,0,158,0.3833968025513954,2018-06-07,1
CUST0159,56.0,Male,East,Graduate,Salaried,511796.84431791946,119061.9178917246,Other,741.0,7,139,0.6293225603738007,2018-06-08,0
CUST0160,66.0,Female,South,Post-Graduate,Salaried,589374.5001605396,295670.31863856583,Car,517.0,11,40,0.8995970803349773,2018-06-09,1
CUST0161,69.0,Female,North,Graduate,Salaried,431490.15982844704,251694.6515748371,Other,521.0,10,117,0.310455771066833,2018-06-10,0
CUST0162,49.0,Female,East,Primary,Self-Employed,534092.7541993142,177848.67370478762,Other,827.0,5,39,0.5608647032115951,2018-06-11,0
CUST0163,21.0,Female,West,Post-Graduate,Unemployed,307453.4869430775,197769.9716281947,Car,577.0,8,181,0.6571502341617705,2018-06-12,0
CUST0164,47.0,Female,East,Graduate,Salaried,458677.7440607907,131111.44574245944,Education,765.0,2,21,0.23170179725233214,2018-06-13,0
CUST0165,54.0,Female,North,Graduate,Self-Employed,622043.2339178445,220475.8882401784,Home,329.0,8,60,0.21893805095694568,2018-06-14,0
CUST0166,40.0,Male,East,Post-Graduate,Unemployed,531394.5921936869,276587.8279480615,Other,658.0,8,130,0.46504632932653867,2018-06-15,1
CUST0167,56.0,Female,East,Secondary,Unemployed,382693.7460872129,38411.321258952725,Home,587.0,11,186,0.40865001740743156,2018-06-16,1
CUST0168,62.0,Female,North,Post-Graduate,Unemployed,544843.2808581586,229964.76878373482,Business,385.0,11,161,0.671372349485851,2018-06-17,0
CUST0169,32.0,Male,East,Secondary,Salaried,642921.9581273235,293243.4870954667,Home,533.0,0,161,0.15560701715886902,2018-06-18,0
CUST0170,60.0,Female,North,Primary,Unemployed,90011.74428450438,158489.97110366303,Car,612.0,2,197,0.8777332989925524,2018-06-19,0
CUST0171,46.0,Female,North,Primary,Self-Employed,731814.8129911795,270070.06121205835,Home,664.0,5,148,0.11142158534866589,2018-06-20,0
CUST0172,53.0,Female,West,Post-Graduate,Salaried,432749.0522637856,481465.4444472553,Home,568.0,7,22,0.581053459468921,2018-06-21,0
CUST0173,30.0,Male,South,Post-Graduate,Salaried,585097.9866480461,189565.7207013108,Home,430.0,3,100,0.5501060766939107,2018-06-22,0
CUST0174,49.0,Male,South,Primary,Self-Employed,739449.3847290456,239330.70500053235,Education,650.0,4,83,0.20777258469578064,2018-06-23,1
CUST0175,,,East,Secondary,,,126194.29163386085,Education,,8,29,0.22073278617082384,2018-06-24,0
CUST0176,68.0,Female,East,Primary,Self-Employed,358111.79951449065,218125.11626020505,Business,779.0,5,81,0.7341419902357015,2018-06-25,0
CUST0177,39.0,Male,West,Post-Graduate,Self-Employed,442290.260824859,246027.16249823038,Car,462.0,11,82,0.8100499667301465,2018-06-26,0
CUST0178,45.0,Female,West,Primary,Salaried,343249.2957751143,219484.2340270138,Home,395.0,6,80,0.32641357270701565,2018-06-27,0
CUST0179,19.0,Female,West,Post-Graduate,Salaried,846987.3151673616,98030.46802911433,Home,809.0,6,87,0.45037117117005476,2018-06-28,1
CUST0180,59.0,Female,North,Post-Graduate,Self-Employed,328645.5812346415,220636.17713254507,Home,664.0,3,37,0.38399603283068284,2018-06-29,0
CUST0181,62.0,Female,West,Primary,Salaried,388890.6441026267,346219.5938717637,Home,652.0,3,139,0.15803761038932151,2018-06-30,0
CUST0182,23.0,Male,West,Secondary,Salaried,540877.8063205953,244863.57645145274,Education,735.0,3,130,0.6385633968126475,2018-07-01,0
CUST0183,45.0,Male,East,Graduate,Salaried,259570.09478478224,296198.7189071841,Business,382.0,10,52,0.7601543478445522,2018-07-02,0
CUST0184,45.0,Male,West,Primary,Salaried,420863.8576487472,176298.80299873723,Other,524.0,4,17,0.3439034859129657,2018-07-03,0
CUST0185,61.0,Female,North,Graduate,Unemployed,563490.652250035,274990.0239423711,Car,711.0,4,22,0.8921406349045746,2018-07-04,0
CUST0186,61.0,Male,North,Primary,Salaried,433427.91912349773,227926.78382165259,Home,417.0,7,120,0.16068124582588394,2018-07-05,0
CUST0187,37.0,Male,East,Graduate,Self-Employed,481322.6282200103,104908.9270312768,Business,781.0,8,44,0.6294325710516168,2018-07-06,0
CUST0188,47.0,Male,West,Secondary,Salaried,394133.5775103258,1887625.4819601616,Other,491.0,1,32,0.4585824116208712,2018-07-07,0
CUST0189,28.0,Female,West,Secondary,Salaried,197105.93816384661,100830.33365596895,Business,406.0,10,55,0.4572815208853247,2018-07-08,0
CUST0190,45.0,Female,North,Primary,Self-Employed,564318.6422678477,136711.9725115208,Education,681.0,6,24,0.4661164928268322,2018-07-09,0
CUST0191,42.0,Male,West,Post-Graduate,Self-Employed,850986.6143294483,218932.8307292374,Other,689.0,0,139,0.30694541904114275,2018-07-10,0
CUST0192,56.0,Male,West,Graduate,Salaried,503680.32615668763,229724.4273380124,Business,543.0,0,70,0.6724502618657859,2018-07-11,1
CUST0193,50.0,Female,West,Post-Graduate,Salaried,545052.8234495099,81076.75349228708,Education,767.0,3,124,0.6772612208680215,2018-07-12,0
CUST0194,18.0,Male,South,Post-Graduate,Salaried,638544.5510233719,305398.5771182876,Business,837.0,9,73,0.3259176880846616,2018-07-13,0
CUST0195,44.0,Male,East,Post-Graduate,Salaried,246133.90069066017,257200.62783004728,Business,509.0,6,61,0.7682451686867602,2018-07-14,0
CUST0196,69.0,Male,South,Secondary,Self-Employed,840502.931625921,129527.15643891161,Other,372.0,1,173,0.35347595492026407,2018-07-15,0
CUST0197,30.0,Male,East,Primary,Salaried,540465.7592845605,46241.520355082466,Education,608.0,10,78,0.6800744991892338,2018-07-16,0
CUST0198,58.0,Male,North,Primary,Salaried,826371.3798178218,185509.54209185686,Home,485.0,1,76,0.19679981400965316,2018-07-17,1
CUST0199,,,West,Secondary,,,155405.62861388398,Car,,0,184,0.23496131424299654,2018-07-18,0
